,rate
2670,4.0
2671,4.0
2672,3.0
2673,4.5
2674,4.0
2675,3.0
2678,4.0
2679,4.0
2680,3.0
2682,3.5
2683,2.0
2684,4.5
2685,4.0
2686,2.0
2687,3.0
2688,2.5
2689,4.0
2691,4.0
2692,5.0
2693,4.0
2694,4.0
2695,3.0
2696,3.0
2697,3.5
2698,4.0
2699,3.0
2700,4.5
2701,4.0
2702,3.0
2703,4.0
2704,4.0
2705,3.0
2707,4.0
2708,2.0
2709,4.0
2711,5.0
2712,5.0
2713,1.5
2714,3.0
2715,3.5
2717,3.0
2718,4.0
2719,4.0
2720,1.5
2722,2.5
2723,4.0
2724,4.0
2725,3.5
2726,2.0
2727,5.0
2728,3.0
2729,2.0
2730,4.0
2731,5.0
2732,4.0
2733,5.0
2735,5.0
2736,2.5
2738,4.0
2739,4.0
2740,5.0
2741,3.0
2742,3.0
2743,3.0
2744,4.0
2745,3.0
2748,3.5
2749,5.0
2750,1.5
2751,5.0
2752,3.0
2753,2.0
2754,3.0
2755,5.0
2756,3.5
2757,2.0
2758,3.0
2760,3.5
2761,4.5
2762,5.0
2763,4.0
2764,4.0
2765,1.0
2766,3.0
2767,1.5
2768,3.0
2769,4.5
2771,3.5
2772,5.0
2774,4.0
2775,3.5
2776,4.0
2777,3.0
2778,4.0
2779,3.0
2780,4.0
2781,2.0
2782,3.5
2783,4.0
2784,4.0
2786,4.0
2787,3.0
2788,4.0
2789,4.0
2790,4.0
2791,4.0
2792,4.5
2793,3.0
2794,4.0
2795,4.5
2796,5.0
2797,4.0
2798,4.5
2799,4.0
2800,4.5
2801,3.0
2802,2.5
2803,1.5
2806,4.0
2807,4.0
2808,4.0
2810,5.0
2811,4.5
2812,1.0
2813,3.0
2815,3.0
2816,5.0
2817,3.5
2818,4.0
2820,4.0
2821,4.0
2824,5.0
2826,1.5
2827,3.0
2828,2.0
2829,5.0
2830,5.0
2831,3.0
2832,3.5
2833,5.0
2834,4.5
2836,3.5
2837,3.5
2838,3.0
2839,4.0
2840,4.0
2841,4.0
2843,4.5
2844,4.5
2845,4.5
2846,2.0
2847,4.0
2848,1.5
2851,3.5
2852,1.0
2853,2.5
2855,2.0
2856,3.5
2857,3.5
2858,5.0
2859,4.0
2860,3.0
2864,4.0
2865,3.0
2867,5.0
2869,4.5
2870,3.0
2871,5.0
2874,4.0
2875,3.5
2876,5.0
2877,4.5
2878,4.0
2879,1.0
2880,4.0
2881,5.0
2884,4.5
2886,5.0
2887,3.0
2889,3.0
2891,4.5
2894,2.0
2895,4.0
2896,4.0
2898,3.0
2900,3.0
2901,3.5
2902,4.0
2904,2.5
2905,3.0
2906,5.0
2908,3.5
2909,4.0
2910,4.0
2911,4.0
2912,2.0
2913,4.0
2914,3.0
2915,3.0
2916,5.0
2919,4.0
2921,3.0
2923,4.0
2924,1.5
2925,3.5
2926,3.0
2927,2.0
2929,4.0
2931,4.0
2932,4.0
2933,5.0
2934,3.0
2936,4.0
2937,3.5
2938,4.0
2939,3.5
2940,3.0
2941,4.0
2943,2.5
2944,3.0
2945,4.0
2946,3.5
2949,5.0
2951,4.0
2952,3.5
2953,4.0
2956,2.5
2959,3.0
2960,5.0
2961,2.0
2962,3.0
2963,3.0
2964,4.0
2966,5.0
2967,2.0
2968,2.0
2969,4.5
2971,4.0
2973,3.0
2974,4.0
2975,4.0
2976,5.0
2977,3.5
2978,3.5
2979,4.0
2980,4.0
2982,1.5
2985,1.0
2986,4.0
2987,3.5
2989,2.5
2990,4.0
2991,3.5
2992,3.5
2994,3.0
2995,3.5
2997,5.0
2999,4.0
3000,3.5
3001,2.0
3003,3.0
3005,3.5
3006,3.0
3008,4.0
3009,4.0
3010,4.0
3011,3.0
3012,1.0
3013,4.5
3014,5.0
3015,3.5
3016,4.0
3017,4.0
3018,3.0
3019,4.0
3021,2.5
3022,2.0
3023,3.5
3024,4.0
3025,3.5
3026,2.5
3027,5.0
3028,4.0
3030,4.0
3031,3.0
3032,2.0
3033,3.0
3035,3.0
3037,5.0
3038,5.0
3039,4.5
3040,3.0
3041,5.0
3042,5.0
3043,4.5
3044,2.0
3045,0.5
3046,4.0
3047,5.0
3048,3.0
3050,4.0
3051,3.0
3052,3.0
3053,3.0
3054,1.5
3056,0.5
3057,4.5
3058,4.5
3059,4.5
3061,4.0
3063,2.5
3064,2.5
3066,4.0
3067,3.5
3068,4.0
3069,4.0
3071,4.0
3072,4.0
3073,4.5
3074,5.0
3075,4.0
3076,3.5
3078,3.5
3079,3.0
3080,4.0
3081,2.5
3082,4.0
3083,3.5
3084,3.0
3086,5.0
3087,0.5
3088,3.5
3089,4.0
3090,3.0
3091,4.5
3092,4.0
3093,3.0
3095,5.0
3096,2.0
3097,0.5
3098,4.5
3099,3.5
3100,3.0
3101,3.0
3102,4.0
3103,4.0
3105,4.0
3106,4.5
3107,4.5
3109,2.0
3110,4.0
3111,3.0
3112,5.0
3113,4.0
3115,4.0
3116,4.0
3117,2.0
3121,5.0
3122,4.5
3123,3.0
3124,4.0
3125,5.0
3128,2.5
3129,3.5
3130,1.0
3131,4.0
3133,4.0
3134,1.0
3135,4.0
3136,3.0
3137,4.0
3138,2.0
3139,5.0
3140,2.5
3141,2.5
3142,5.0
3143,4.0
3144,3.0
3145,2.0
3146,3.0
3147,5.0
3148,4.0
3149,2.0
3152,3.0
3153,4.0
3154,4.0
3155,5.0
3156,5.0
3157,4.0
3158,5.0
3159,2.5
3161,3.0
3162,5.0
3163,4.0
3164,3.5
3165,2.0
3166,3.0
3167,5.0
3170,2.0
3171,4.0
3172,5.0
3173,3.5
3174,4.0
3175,4.0
3176,3.0
3179,2.0
3180,4.5
3181,5.0
3182,3.5
3183,2.0
3185,5.0
3186,4.0
3187,3.5
3188,5.0
3189,2.0
3190,3.5
3191,5.0
3192,5.0
3193,4.0
3194,4.0
3195,4.0
3196,2.0
3197,3.0
3200,5.0
3201,2.0
3202,3.5
3203,5.0
3204,4.5
3205,2.0
3207,4.0
3208,3.0
3209,5.0
3210,3.0
3211,3.5
3212,3.0
3213,1.0
3215,5.0
3216,3.0
3217,3.0
3218,4.5
3221,4.5
3222,2.0
3223,4.5
3224,2.0
3227,3.5
3228,3.0
3229,3.0
3230,5.0
3231,4.5
3232,3.0
3233,1.5
3234,4.5
3235,5.0
3236,3.0
3237,3.5
3238,3.5
3239,3.5
3240,4.0
3242,5.0
3245,3.0
3247,3.5
3248,3.0
3249,4.0
3250,1.0
3251,3.0
3252,3.0
3254,1.5
3255,3.5
3258,3.5
3259,4.0
3260,3.5
3261,3.0
3262,5.0
3263,5.0
3264,4.0
3265,4.0
3266,3.0
3267,4.0
3268,4.0
3269,2.5
3270,4.5
3272,5.0
3273,3.0
3274,2.0
3275,4.0
3277,3.0
3278,3.0
3281,4.0
3282,3.0
3283,3.5
3284,3.0
3286,4.0
3287,3.0
3288,4.0
3289,4.0
3290,4.0
3292,3.0
3293,4.5
3294,3.0
3296,4.0
3297,4.0
3298,2.0
3300,1.0
3301,3.0
3302,0.5
3306,5.0
3307,2.0
3308,4.0
3309,2.5
3311,3.5
3312,4.5
3313,3.0
3314,3.0
3315,4.0
3318,3.5
3319,4.0
3320,5.0
3321,4.0
3322,2.5
3323,1.5
3325,4.5
3327,4.0
3329,3.0
3331,3.5
3332,4.0
3333,2.0
3334,3.5
3335,3.5
3336,3.0
3337,2.0
3338,4.0
3339,3.5
3340,4.0
3343,4.0
3344,4.0
3346,4.0
3347,2.5
3348,5.0
3349,5.0
3350,4.0
3351,3.5
3353,3.0
3354,4.0
3355,3.5
3358,3.0
3360,5.0
3362,3.5
3363,4.0
3364,3.0
3365,3.5
3366,3.5
3368,3.5
3369,3.5
3373,4.0
3374,1.5
3375,3.0
3376,4.0
3377,4.0
3378,4.0
3379,5.0
3380,3.0
3381,3.5
3382,2.5
3384,4.0
3385,3.0
3386,4.0
3388,3.5
3390,4.0
3391,5.0
3392,2.5
3393,3.5
3394,3.0
3395,2.0
3396,3.0
3397,3.0
3398,3.0
3399,3.0
3400,5.0
3401,4.0
3403,3.0
3406,4.5
3407,4.0
3408,4.0
3409,4.5
3410,4.0
3411,5.0
3413,4.5
3414,4.0
3415,3.0
3417,3.5
3419,4.5
3420,3.5
3423,3.5
3425,3.0
3426,4.0
3428,2.5
3429,3.0
3430,3.0
3431,4.0
3432,5.0
3433,1.5
3434,3.5
3435,3.5
3436,3.5
3438,3.0
3439,3.5
3440,2.0
3441,3.0
3442,4.0
3443,3.5
3444,1.5
3445,3.5
3446,3.0
3447,3.0
3448,3.5
3449,3.5
3450,1.0
3451,5.0
3452,1.0
3456,3.5
3457,2.0
3458,3.0
3459,3.0
3460,1.0
3461,5.0
3462,0.5
3463,3.0
3464,5.0
3465,1.0
3466,4.0
3467,3.0
3469,4.5
3470,2.5
3471,2.0
3472,3.0
3473,3.0
3474,3.0
3475,2.0
3477,4.0
3478,2.0
3479,3.0
3481,2.0
3482,4.5
3483,3.0
3484,4.5
3485,3.0
3486,4.0
3487,4.5
3488,4.0
3489,3.0
3490,3.0
3491,5.0
3492,4.0
3494,4.5
3495,3.0
3496,5.0
3497,0.5
3498,3.5
3499,2.0
3501,4.0
3502,3.0
3503,3.0
3504,5.0
3505,1.0
3506,2.5
3507,4.0
3508,4.0
3510,3.0
3511,2.5
3512,3.0
3513,4.0
3514,4.0
3517,4.0
3518,5.0
3520,2.0
3521,3.0
3522,2.5
3523,4.0
3524,4.0
3525,4.0
3527,5.0
3528,4.0
3530,3.0
3531,4.0
3532,3.0
3533,3.0
3534,2.5
3535,4.5
3536,4.0
3537,4.5
3538,5.0
3539,3.0
3540,3.0
3541,3.5
3542,4.0
3543,4.5
3544,3.5
3545,4.0
3546,4.0
3547,4.0
3548,2.0
3549,1.0
3550,4.0
3552,3.0
3553,4.0
3554,5.0
3556,4.0
3559,3.5
3560,3.0
3562,5.0
3563,3.0
3564,4.0
3565,5.0
3566,3.0
3568,3.0
3569,2.0
3571,3.5
3572,4.0
3573,5.0
3574,4.0
3575,4.0
3577,3.0
3578,2.5
3579,3.5
3580,4.5
3581,3.0
3584,4.0
3585,5.0
3587,4.0
3588,3.0
3589,4.5
3591,4.0
3592,1.0
3593,5.0
3594,2.0
3595,5.0
3596,4.0
3597,4.5
3598,3.5
3600,4.0
3602,5.0
3603,3.5
3604,4.0
3605,2.0
3606,4.0
3607,3.0
3608,4.0
3609,4.0
3610,4.5
3612,3.0
3613,4.0
3614,3.5
3615,5.0
3617,4.0
3618,5.0
3620,4.0
3621,5.0
3624,5.0
3625,3.0
3629,3.5
3630,4.0
3633,3.5
3634,3.0
3635,4.0
3636,1.0
3637,4.0
3639,2.0
3640,3.0
3641,4.0
3642,4.0
3644,3.0
3645,3.5
3646,4.0
3647,4.0
3649,4.0
3650,4.0
3651,3.0
3652,4.5
3653,4.5
3654,4.0
3655,5.0
3656,3.0
3657,1.5
3658,5.0
3659,4.0
3660,4.5
3661,5.0
3662,4.0
3663,4.5
3664,2.0
3665,4.0
3666,3.0
3667,4.0
3668,4.0
3669,3.5
3670,2.0
3671,4.0
3672,4.0
3673,5.0
3675,3.0
3676,2.5
3678,3.5
3681,4.0
3682,4.0
3685,2.0
3686,4.0
3688,4.5
3690,4.5
3691,1.5
3692,3.0
3693,3.5
3694,5.0
3695,2.5
3696,5.0
3697,3.0
3698,5.0
3699,5.0
3700,3.5
3701,2.0
3702,3.0
3703,3.5
3704,5.0
3706,3.0
3707,4.0
3708,3.0
3709,3.5
3710,3.5
3711,3.5
3712,1.5
3715,3.0
3717,4.5
3718,4.0
3719,4.0
3720,3.0
3721,4.0
3724,3.5
3725,2.5
3726,3.0
3727,2.0
3729,4.0
3732,5.0
3733,3.0
3734,1.0
3735,1.5
3736,4.0
3737,4.0
3739,3.5
3740,5.0
3741,2.5
3742,4.5
3743,5.0
3745,4.0
3747,3.0
3748,5.0
3749,3.0
3750,4.5
3751,5.0
3752,4.0
3753,5.0
3754,3.0
3755,1.5
3757,4.0
3758,3.0
3760,4.0
3761,4.5
3762,4.0
3763,3.5
3764,4.5
3769,3.0
3770,1.0
3771,3.0
3772,5.0
3773,2.0
3774,3.5
3775,3.0
3776,3.0
3777,4.0
3778,4.0
3779,4.0
3780,4.5
3781,3.0
3782,3.0
3783,3.0
3784,5.0
3785,4.5
3787,5.0
3788,4.0
3789,4.0
3790,4.0
3791,2.0
3792,3.5
3794,3.5
3795,3.0
3796,4.0
3797,5.0
3798,4.0
3799,2.0
3800,4.0
3801,2.5
3802,4.0
3803,4.0
3804,3.0
3807,3.5
3808,4.0
3809,4.0
3810,3.0
3811,3.5
3812,5.0
3813,3.0
3814,4.0
3815,3.0
3817,2.5
3818,3.0
3820,2.0
3822,2.0
3824,3.0
3826,3.0
3827,2.5
3828,3.5
3829,4.0
3830,4.0
3832,3.5
3833,5.0
3835,3.0
3836,3.0
3837,4.5
3838,3.0
3839,4.5
3841,3.0
3843,4.0
3844,3.0
3845,4.5
3847,4.0
3848,3.5
3850,5.0
3851,4.0
3852,3.0
3853,5.0
3854,4.5
3855,4.0
3856,3.5
3857,4.0
3858,4.0
3861,3.0
3862,1.0
3865,1.0
3866,3.0
3867,4.0
3868,5.0
3870,4.0
3871,4.0
3872,5.0
3873,4.0
3874,5.0
3876,4.0
3878,5.0
3879,3.0
3880,1.5
3881,4.0
3882,2.5
3883,5.0
3885,5.0
3886,4.0
3887,5.0
3888,4.0
3889,1.0
3890,4.5
3891,3.5
3892,4.0
3893,2.5
3896,4.0
3897,4.5
3898,3.5
3899,5.0
3901,4.0
3902,4.0
3903,3.0
3904,3.0
3905,4.5
3906,4.5
3907,3.5
3909,4.5
3910,3.5
3912,4.0
3913,4.5
3914,3.0
3915,3.0
3916,1.5
3917,4.0
3918,1.0
3921,5.0
3922,4.0
3923,2.5
3924,3.0
3925,1.0
3926,4.5
3927,4.0
3929,4.0
3930,2.5
3931,4.0
3932,1.0
3933,5.0
3934,0.5
3935,4.0
3936,4.0
3937,4.5
3938,3.0
3939,5.0
3941,3.0
3942,4.0
3943,4.0
3945,4.0
3946,4.5
3947,4.0
3948,1.0
3949,3.5
3950,0.5
3951,4.0
3952,3.0
3954,3.0
3955,3.0
3956,4.0
3958,0.5
3959,1.5
3960,5.0
3962,4.0
3963,1.0
3964,2.0
3965,4.5
3966,3.5
3967,3.5
3968,2.0
3969,5.0
3970,3.5
3971,5.0
3973,1.0
3974,4.0
3975,4.0
3976,1.0
3978,3.0
3979,2.0
3980,4.0
3981,3.0
3982,2.0
3983,5.0
3986,4.0
3987,3.0
3988,3.0
3989,4.5
3993,3.0
3994,3.0
3995,5.0
3996,3.0
3997,3.5
3998,4.0
3999,5.0
4000,5.0
4001,2.5
4002,4.0
4003,3.0
4004,3.0
4005,3.0
4006,3.0
4007,4.5
4008,3.0
4009,4.5
4010,3.0
4011,4.0
4013,3.5
4015,1.5
4016,3.0
4017,5.0
4018,4.0
4019,5.0
4020,3.0
4021,3.0
4023,4.0
4024,4.0
4025,4.0
4026,5.0
4027,4.0
4028,4.0
4029,2.0
4030,4.0
4033,4.0
4035,3.0
4036,5.0
4037,4.0
4038,2.0
4039,0.5
4040,3.5
4042,4.0
4043,4.0
4044,4.0
4046,1.0
4047,3.5
4048,4.0
4049,2.0
4050,3.5
4051,3.0
4052,3.5
4053,3.0
4054,4.0
4055,5.0
4056,4.0
4058,3.0
4059,3.0
4060,4.0
4061,4.5
4063,3.5
4065,3.0
4066,2.5
4068,5.0
4070,4.0
4071,4.0
4072,3.0
4073,2.0
4074,4.0
4076,4.0
4077,2.5
4078,5.0
4080,4.0
4081,3.5
4082,4.0
4083,4.5
4084,3.0
4085,4.0
4086,4.5
4087,4.0
4088,4.0
4089,4.0
4090,5.0
4091,4.0
4092,5.0
4093,3.5
4094,3.0
4096,4.0
4097,2.5
4098,5.0
4099,5.0
4102,5.0
4104,4.0
4105,4.5
4108,4.0
4109,4.0
4110,2.5
4111,4.0
4112,4.0
4113,3.5
4114,3.0
4116,5.0
4117,4.0
4118,2.0
4119,4.0
4120,4.0
4121,5.0
4122,3.0
4124,3.0
4125,3.0
4126,4.5
4127,3.0
4128,2.0
4129,4.0
4130,3.0
4131,3.0
4134,3.5
4135,4.0
4136,3.0
4137,4.0
4138,0.5
4140,5.0
4141,4.0
4142,4.0
4143,3.0
4144,4.0
4146,3.5
4147,1.0
4148,3.0
4149,4.0
4150,4.0
4151,4.0
4152,4.0
4153,3.0
4154,4.5
4155,1.0
4157,5.0
4158,3.0
4159,3.0
4161,3.0
4162,4.0
4164,4.5
4165,2.0
4166,4.5
4167,1.0
4168,4.0
4169,3.0
4172,4.0
4173,3.0
4174,3.5
4175,3.5
4177,3.0
4178,3.0
4179,4.0
4180,4.0
4183,4.0
4184,5.0
4185,4.0
4186,5.0
4187,5.0
4188,3.5
4189,3.0
4190,4.0
4191,4.0
4192,4.0
4193,3.5
4195,3.5
4197,3.5
4198,1.5
4199,3.0
4200,3.0
4201,2.0
4202,4.5
4204,3.5
4205,4.0
4206,5.0
4207,4.0
4208,4.0
4209,4.0
4210,4.0
4211,4.5
4212,4.0
4213,4.0
4214,4.0
4215,4.0
4216,5.0
4217,5.0
4219,4.0
4220,4.0
4221,4.0
4222,5.0
4224,4.0
4225,3.0
4226,3.0
4227,5.0
4228,4.0
4229,4.0
4230,5.0
4231,2.5
4232,3.0
4233,4.0
4234,4.5
4235,4.0
4236,4.0
4237,5.0
4238,5.0
4240,3.0
4241,5.0
4242,3.0
4243,4.0
4244,4.5
4246,4.0
4247,4.0
4249,4.0
4250,1.0
4251,2.0
4253,4.0
4254,4.0
4257,4.0
4259,5.0
4260,4.0
4261,2.0
4262,4.5
4264,1.0
4265,1.5
4266,3.0
4267,2.0
4268,4.0
4269,2.0
4272,4.5
4273,2.0
4274,3.0
4276,3.5
4278,3.0
4280,4.0
4281,1.5
4282,5.0
4283,4.5
4284,4.0
4285,5.0
4286,3.5
4288,4.0
4289,4.0
4290,2.0
4291,3.5
4292,3.0
4294,3.0
4295,5.0
4296,3.0
4297,3.0
4299,4.0
4300,3.0
4301,2.0
4303,5.0
4304,2.0
4305,2.5
4309,3.5
4310,2.0
4312,2.5
4315,2.0
4316,4.0
4317,4.0
4318,5.0
4319,2.0
4320,3.0
4321,4.0
4322,5.0
4323,4.0
4324,2.0
4325,1.0
4326,4.0
4327,1.0
4328,5.0
4329,3.5
4330,4.0
4331,3.0
4332,4.0
4333,4.0
4334,4.0
4335,3.0
4337,3.5
4338,5.0
4341,4.0
4342,4.0
4343,5.0
4344,5.0
4345,4.0
4346,5.0
4348,3.5
4351,4.0
4352,3.0
4353,4.0
4354,2.5
4355,5.0
4357,5.0
4358,4.0
4360,3.5
4361,5.0
4362,3.0
4363,3.0
4365,3.0
4366,4.0
4367,4.0
4368,5.0
4369,4.0
4370,5.0
4371,5.0
4372,4.0
4373,4.5
4374,4.0
4375,5.0
4376,4.0
4377,4.0
4378,4.0
4380,4.0
4381,5.0
4383,3.0
4384,4.5
4385,5.0
4386,3.0
4387,2.0
4388,4.0
4390,4.0
4391,2.5
4393,4.5
4394,4.0
4395,4.5
4396,4.0
4398,5.0
4399,3.0
4400,4.5
4401,5.0
4402,4.0
4403,4.0
4404,3.5
4405,3.0
4406,4.0
4407,5.0
4408,3.5
4409,4.0
4410,2.5
4411,3.5
4414,5.0
4415,4.0
4416,3.0
4417,4.0
4418,4.0
4419,4.0
4421,3.0
4422,2.5
4423,3.0
4424,5.0
4425,4.0
4427,3.0
4429,4.0
4430,3.0
4431,3.5
4432,3.0
4433,4.0
4434,1.0
4435,3.5
4436,3.0
4438,3.5
4439,3.0
4440,4.0
4441,4.0
4442,3.5
4444,1.0
4445,2.5
4446,3.0
4447,4.0
4448,4.5
4450,1.5
4452,2.0
4455,3.0
4456,4.0
4457,3.0
4458,3.5
4459,4.5
4460,3.5
4461,4.0
4462,3.5
4463,3.5
4465,3.0
4466,2.0
4467,5.0
4469,3.5
4470,3.5
4471,3.5
4473,5.0
4474,3.5
4475,3.0
4476,4.0
4477,2.0
4480,2.0
4481,3.0
4482,4.5
4483,4.0
4484,3.0
4485,5.0
4487,3.5
4488,5.0
4489,5.0
4490,4.5
4491,5.0
4493,4.5
4494,1.0
4496,3.0
4497,3.0
4498,3.0
4499,3.0
4500,4.5
4501,3.5
4502,4.0
4504,5.0
4505,3.0
4506,4.5
4507,3.5
4509,3.0
4511,3.0
4512,3.0
4513,3.0
4514,4.0
4516,2.0
4517,2.0
4519,2.0
4520,2.0
4522,2.5
4526,3.0
4527,5.0
4528,4.0
4529,2.0
4530,4.0
4532,3.5
4533,4.0
4534,3.5
4535,4.0
4536,4.0
4537,3.0
4539,2.5
4540,4.0
4542,3.0
4543,1.0
4544,3.0
4545,4.0
4546,1.0
4547,3.0
4549,3.5
4550,4.0
4551,3.5
4552,3.5
4553,3.0
4554,5.0
4555,4.0
4557,5.0
4558,5.0
4559,4.5
4560,3.0
4561,2.0
4563,5.0
4565,3.0
4566,4.0
4567,5.0
4568,3.0
4569,1.0
4570,2.0
4571,3.0
4573,3.0
4574,2.0
4575,4.0
4576,3.5
4577,5.0
4578,4.0
4579,3.0
4580,3.0
4582,3.5
4584,4.0
4585,2.0
4586,4.0
4587,3.0
4588,2.0
4590,2.0
4591,4.0
4592,4.0
4593,3.5
4594,4.0
4595,3.5
4596,4.0
4598,1.0
4599,4.5
4600,3.0
4601,1.5
4602,4.0
4603,3.0
4604,5.0
4605,2.0
4606,4.0
4609,4.0
4614,1.0
4615,3.5
4616,4.0
4617,3.0
4618,2.0
4619,2.0
4620,3.0
4621,3.0
4622,4.0
4624,4.5
4625,4.0
4626,5.0
4627,4.0
4628,1.0
4629,3.5
4630,1.0
4631,2.5
4632,4.0
4633,2.5
4634,4.0
4635,3.5
4636,4.0
4637,4.0
4638,4.5
4640,4.0
4641,3.0
4643,3.5
4644,4.0
4645,5.0
4646,4.0
4647,3.5
4648,4.0
4649,5.0
4650,4.0
4651,0.5
4652,4.0
4653,3.0
4654,2.0
4655,4.0
4656,4.5
4657,5.0
4658,4.0
4660,4.0
4662,4.5
4663,1.0
4664,2.0
4667,1.0
4668,3.0
4669,3.5
4670,1.0
4672,3.0
4673,3.5
4674,3.0
4675,5.0
4676,2.0
4677,3.0
4678,4.5
4679,2.5
4680,2.0
4681,3.5
4682,4.0
4683,2.0
4684,5.0
4685,3.5
4686,2.0
4687,4.5
4688,2.0
4689,3.5
4690,3.0
4691,3.0
4693,3.5
4694,5.0
4696,4.0
4697,4.0
4698,4.0
4700,0.5
4701,2.5
4702,2.5
4703,3.5
4704,3.0
4705,3.0
4706,3.0
4707,0.5
4708,3.5
4709,1.5
4710,3.0
4711,4.0
4712,5.0
4714,4.0
4715,4.0
4718,3.0
4719,3.0
4720,4.0
4721,5.0
4722,3.5
4723,5.0
4725,5.0
4726,4.0
4727,3.5
4728,5.0
4729,3.0
4730,4.5
4731,3.5
4732,4.0
4733,2.0
4734,3.0
4735,5.0
4736,3.5
4738,3.0
4739,3.0
4740,4.5
4741,4.5
4743,3.0
4745,1.5
4748,4.0
4749,4.0
4750,3.0
4751,2.0
4752,1.5
4754,4.5
4755,0.5
4756,3.0
4757,5.0
4759,3.0
4760,3.0
4761,4.5
4764,4.5
4765,3.0
4766,4.0
4767,2.5
4768,4.0
4769,4.0
4770,2.0
4771,5.0
4772,2.5
4773,2.0
4774,3.0
4775,3.0
4776,5.0
4777,3.5
4778,4.0
4779,2.0
4780,3.0
4781,3.0
4782,3.0
4785,2.0
4786,2.5
4787,3.0
4788,2.5
4789,5.0
4790,4.0
4791,4.0
4792,4.0
4793,1.5
4794,4.0
4795,4.5
4796,4.0
4798,1.5
4799,3.5
4800,4.0
4801,2.5
4802,4.0
4805,1.0
4806,3.0
4807,3.0
4810,3.5
4811,5.0
4813,5.0
4814,1.0
4816,5.0
4817,3.5
4818,4.0
4819,5.0
4820,4.5
4821,3.5
4822,3.5
4823,3.5
4824,3.5
4826,3.0
4827,2.0
4828,3.0
4829,4.0
4830,4.0
4831,4.0
4834,5.0
4835,4.0
4836,4.0
4838,3.5
4839,3.0
4840,2.5
4841,3.0
4842,5.0
4843,5.0
4844,3.0
4845,4.5
4846,4.0
4849,3.5
4850,4.0
4851,4.0
4852,1.5
4853,4.0
4854,3.5
4855,2.0
4856,4.0
4857,4.0
4858,4.5
4859,3.0
4860,3.5
4861,5.0
4862,2.0
4863,4.0
4864,3.0
4865,2.0
4866,3.0
4867,2.0
4868,3.0
4869,2.5
4870,4.0
4871,0.5
4873,5.0
4874,2.5
4875,4.0
4876,1.0
4877,3.0
4878,1.0
4879,3.5
4880,3.0
4882,3.0
4883,4.0
4884,4.0
4885,4.0
4887,3.0
4889,2.0
4891,3.0
4892,3.5
4894,4.0
4895,3.0
4896,5.0
4897,3.0
4898,4.0
4899,3.0
4900,4.5
4901,4.0
4902,4.0
4903,3.5
4906,1.0
4908,5.0
4909,4.0
4910,5.0
4911,2.0
4912,2.0
4913,4.0
4915,2.0
4916,2.0
4917,5.0
4918,3.5
4919,5.0
4920,5.0
4921,3.0
4922,4.0
4923,3.0
4925,3.0
4926,2.5
4928,5.0
4929,3.0
4930,1.0
4931,4.0
4932,4.0
4933,4.0
4934,2.0
4935,1.5
4936,4.0
4938,2.0
4939,3.0
4940,3.0
4942,2.0
4943,5.0
4945,2.0
4946,3.0
4949,3.0
4950,3.0
4951,0.5
4952,5.0
4953,2.0
4955,4.5
4956,3.0
4957,4.0
4958,5.0
4959,5.0
4960,4.5
4961,1.0
4962,2.0
4963,5.0
4964,3.0
4965,4.0
4966,4.5
4967,3.0
4968,3.0
4969,3.0
4971,5.0
4972,5.0
4973,5.0
4975,0.5
4976,3.5
4978,4.0
4979,3.0
4980,2.0
4981,4.0
4982,4.0
4983,3.5
4984,5.0
4985,3.0
4986,4.0
4987,4.0
4989,5.0
4990,5.0
4991,4.0
4992,4.0
4993,3.5
4996,4.0
4997,0.5
4998,3.5
4999,5.0
5000,3.5
5001,4.0
5004,2.5
5005,3.0
5006,4.0
5007,4.5
5008,3.0
5009,3.0
5010,3.0
5011,4.5
5013,2.0
5014,2.5
5015,3.0
5016,4.0
5017,3.0
5021,5.0
5023,5.0
5024,4.5
5025,5.0
5026,4.0
5028,4.0
5029,3.0
5031,2.5
5032,3.5
5033,1.0
5034,4.5
5036,5.0
5037,3.0
5038,5.0
5040,4.0
5041,4.0
5043,2.0
5044,3.0
5045,1.0
5046,4.0
5048,5.0
5051,1.0
5052,4.5
5053,5.0
5055,4.0
5056,4.5
5058,1.0
5059,5.0
5060,2.5
5061,3.5
5062,4.0
5063,4.0
5065,4.0
5067,5.0
5069,3.0
5070,4.0
5071,4.0
5072,2.5
5073,3.5
5074,1.0
5076,3.0
5078,2.5
5080,3.5
5081,4.5
5082,4.0
5083,4.5
5084,1.0
5085,3.0
5086,3.5
5087,4.0
5089,3.0
5091,4.0
5092,2.5
5094,4.0
5095,4.0
5097,3.5
5099,1.0
5101,1.0
5102,5.0
5104,5.0
5106,4.5
5107,3.5
5108,2.0
5109,3.0
5111,3.0
5112,3.5
5113,3.0
5114,2.5
5116,3.0
5117,4.0
5118,5.0
5119,5.0
5121,4.5
5125,3.0
5126,3.0
5127,4.0
5128,3.0
5129,4.0
5130,4.0
5131,3.0
5133,2.5
5134,3.0
5135,1.5
5136,4.0
5137,5.0
5138,3.5
5139,3.5
5140,3.0
5141,1.0
5142,3.0
5143,3.5
5144,3.0
5145,3.5
5146,5.0
5148,2.0
5150,3.0
5151,5.0
5152,5.0
5154,3.0
5155,4.0
5157,1.0
5158,3.0
5159,4.5
5161,3.0
5164,2.5
5165,4.0
5166,3.0
5167,3.0
5168,5.0
5170,3.5
5172,1.0
5174,4.0
5176,4.0
5177,4.5
